algorithm,threads,graph,k,seed,epsilon,imbalance,objective,km1,cut,initial_km1,judiciousLoad,initialJudiciousLoad,minLoad,maxHnDegree,maxBlockTime,partitionTime,judiciousTime,fmTime,lpTime,coarseningTime,ipTime,preprocessingTime
Min-Load-Ratio-1.1,16,0-part_128-s.repeats.hgr,48,104,0.03,3,km1,5465,516,4354,160,229,126,126,9.53e-05,0.0347145,0.00127605,0,0,8.5411e-05,0.0302178,0.00268643
Min-Load-Ratio-1.1,16,0-part_128-l.repeats.hgr,48,104,0.03,0.290323,km1,23217,3324,22584,1008,1331,918,126,0.000420652,0.265175,0.00278943,0,0,0.0101286,0.230327,0.0156953
Min-Load-Ratio-1.1,16,0-part_404-s.repeats.hgr,48,104,0.03,5.61538,km1,18703,976,14495,491,766,402,402,0.00243261,0.181552,0.0136614,0,0,0.000141641,0.146714,0.0186052
Min-Load-Ratio-1.1,16,0-part_404-l.repeats.hgr,48,104,0.03,1.36957,km1,38241,5449,33313,1703,3245,1561,402,0.000729793,0.619819,0.026504,0,0,0.00111868,0.542887,0.0400628
Min-Load-Ratio-1.1,16,0-part_sm_part1_170859.repeats.hgr,48,104,0.03,0.290169,km1,292429,51959,259349,10468,14272,9917,142,0.0149174,5.16811,0.0879564,0,0,1.96255,1.92971,0.733348
Min-Load-Ratio-1.1,16,0-part_sm_part3_31854.repeats.hgr,48,104,0.03,0.153614,km1,221922,44098,215322,8760,10056,8135,142,0.00222186,2.36032,0.0213275,0,0,0.635856,1.44468,0.155261
Min-Load-Ratio-1.1,16,0-part_sm_part12_20753.repeats.hgr,48,104,0.03,0.263279,km1,202943,39849,197226,7895,9112,7284,142,0.00185832,1.99881,0.0153334,0,0,0.426023,1.38346,0.105894
Min-Load-Ratio-1.1,16,0-part_sm_part24_11756.repeats.hgr,48,104,0.03,0.179592,km1,170411,31302,166662,5880,6651,5394,142,0.000408972,1.322,0.0110967,0,0,0.211613,1.00517,0.0577224
Min-Load-Ratio-1.01,16,0-part_59-s.repeats.hgr,48,48,0.03,5,km1,1609,249,1144,57,113,0,57,4.554e-05,0.0212292,0.000600442,0,0,7.341e-05,0.0189189,0.00135716
Min-Load-Ratio-1.01,16,0-part_59-l.repeats.hgr,48,48,0.03,2.32609,km1,6661,1302,5526,357,854,343,57,0.000245331,0.140245,0.00877464,0,0,0.000348401,0.123389,0.00647167
Min-Load-Ratio-1.01,16,0-part_128-0.repeats.hgr,48,48,0.03,3.05556,km1,14533,2143,12530,549,1239,486,126,0.000238791,0.115703,0.0120976,0,0,0.00015138,0.0959152,0.00635653
Min-Load-Ratio-1.01,16,0-part_128-s.repeats.hgr,48,48,0.03,4.2,km1,5464,524,4509,157,223,126,126,0.00010259,0.0363589,0.00141012,0,0,8.076e-05,0.0316828,0.00271115
Min-Load-Ratio-1.01,16,0-part_128-l.repeats.hgr,48,48,0.03,0.193548,km1,23249,3293,22853,983,1205,957,126,0.000288261,0.270417,0.00789859,0,0,0.0103868,0.230668,0.0152943
Min-Load-Ratio-1.01,16,0-part_404-s.repeats.hgr,48,48,0.03,5.69231,km1,18779,988,14986,472,715,402,402,0.00217381,0.181334,0.014713,0,0,0.000285931,0.144215,0.0196507
Min-Load-Ratio-1.01,16,0-part_404-l.repeats.hgr,48,48,0.03,2.97826,km1,38143,5289,34045,1667,3487,1591,402,0.00380972,0.626501,0.0276305,0,0,0.000666082,0.550156,0.0389441
Min-Load-Ratio-1.01,16,0-part_sm_part1_170859.repeats.hgr,48,48,0.03,0.482022,km1,290079,51422,275372,10193,14314,10098,142,0.00389307,5.36908,0.0723573,0,0,1.99713,1.9884,0.862714
Min-Load-Ratio-1.01,16,0-part_sm_part3_31854.repeats.hgr,48,48,0.03,0.239458,km1,223410,44037,216072,8550,9649,8482,142,0.00166899,2.31583,0.0275049,0,0,0.544331,1.50452,0.147777
Min-Load-Ratio-1.01,16,0-part_sm_part12_20753.repeats.hgr,48,48,0.03,0.207852,km1,204950,40025,197986,7712,9144,7643,142,0.00116175,1.98157,0.0231575,0,0,0.422254,1.37592,0.0918698
Min-Load-Ratio-1.01,16,0-part_sm_part24_11756.repeats.hgr,48,48,0.03,0.195918,km1,171720,31283,167083,5681,6529,5628,142,0.000585462,1.37344,0.0178626,0,0,0.212545,1.03399,0.0722979
Min-Load-Ratio-1.05,16,0-part_59-s.repeats.hgr,48,48,0.03,4.5,km1,1552,236,1123,57,108,0,57,6.425e-05,0.0214924,0.000524792,0,0,8.4871e-05,0.0190751,0.00149628
Min-Load-Ratio-1.05,16,0-part_59-l.repeats.hgr,48,48,0.03,2.15217,km1,6700,1408,5392,364,846,332,57,0.00013974,0.137811,0.0082944,0,0,0.000419392,0.120767,0.0070266
Min-Load-Ratio-1.05,16,0-part_128-0.repeats.hgr,48,48,0.03,4.27778,km1,14456,2156,12472,539,1198,500,126,0.00012328,0.113936,0.0107031,0,0,0.000237031,0.0950364,0.00674
Min-Load-Ratio-1.05,16,0-part_128-s.repeats.hgr,48,48,0.03,3,km1,5560,518,4922,162,223,126,126,0.00010283,0.0347126,0.00135862,0,0,7.4871e-05,0.0301334,0.00267306
Min-Load-Ratio-1.05,16,0-part_128-l.repeats.hgr,48,48,0.03,1.06452,km1,23233,3265,22615,993,1200,950,126,0.000137791,0.271012,0.00406601,0,0,0.0101774,0.236079,0.0143885
Min-Load-Ratio-1.05,16,0-part_404-s.repeats.hgr,48,48,0.03,5.07692,km1,18635,984,15348,475,685,402,402,0.00235497,0.186963,0.013686,0,0,0.000154391,0.151555,0.0189615
Min-Load-Ratio-1.05,16,0-part_404-l.repeats.hgr,48,48,0.03,1.58696,km1,38623,5338,33761,1683,3394,1616,402,0.00157582,0.622747,0.0253302,0,0,0.000671153,0.547784,0.0394696
Min-Load-Ratio-1.05,16,0-part_sm_part1_170859.repeats.hgr,48,48,0.03,0.558708,km1,277196,52249,254962,10006,13600,9659,142,0.0135828,5.15697,0.0694913,0,0,1.82823,1.93641,0.899846
Min-Load-Ratio-1.05,16,0-part_sm_part3_31854.repeats.hgr,48,48,0.03,0.236446,km1,219701,43859,213796,8567,10073,8282,142,0.00149887,2.40131,0.0211921,0,0,0.639505,1.50165,0.136539
Min-Load-Ratio-1.05,16,0-part_sm_part12_20753.repeats.hgr,48,48,0.03,0.221709,km1,205890,39995,198669,7807,9165,7512,142,0.00127596,1.95104,0.0214307,0,0,0.423592,1.34098,0.0964112
Min-Load-Ratio-1.05,16,0-part_sm_part24_11756.repeats.hgr,48,48,0.03,0.187755,km1,172272,31435,167238,5778,6965,5539,142,0.000693552,1.3596,0.016596,0,0,0.21111,1.03758,0.0566401
Min-Load-Ratio-1.1,16,0-part_59-s.repeats.hgr,48,48,0.03,5.5,km1,1495,249,898,57,109,0,57,4.358e-05,0.0204885,0.000711452,0,0,6.955e-05,0.0181257,0.00129809
Min-Load-Ratio-1.1,16,0-part_59-l.repeats.hgr,48,48,0.03,1.67391,km1,6880,1356,5745,368,802,336,57,0.000176391,0.129954,0.00729888,0,0,0.000385072,0.114542,0.00640761
Min-Load-Ratio-1.1,16,0-part_128-0.repeats.hgr,48,48,0.03,1.72222,km1,14342,2143,12738,548,1240,477,126,0.000636022,0.114897,0.00752167,0,0,0.000250761,0.0991629,0.00677233
Min-Load-Ratio-1.1,16,0-part_128-s.repeats.hgr,48,48,0.03,3.6,km1,5456,516,4494,152,210,126,126,0.00012131,0.0384061,0.00479165,0,0,7.427e-05,0.0305118,0.00255493
Min-Load-Ratio-1.1,16,0-part_128-l.repeats.hgr,48,48,0.03,0.532258,km1,23169,3371,22675,1009,1280,923,126,0.000584722,0.265975,0.00323165,0,0,0.0101983,0.231925,0.0142979
Min-Load-Ratio-1.1,16,0-part_404-s.repeats.hgr,48,48,0.03,6.15385,km1,18661,998,16319,461,661,402,402,0.00137922,0.171956,0.0129607,0,0,0.000218601,0.137555,0.0185234
Min-Load-Ratio-1.1,16,0-part_404-l.repeats.hgr,48,48,0.03,2.43478,km1,38102,5362,34058,1697,3023,1543,402,0.00165347,0.609504,0.0202699,0,0,0.000693843,0.539558,0.0395719
Min-Load-Ratio-1.1,16,0-part_sm_part1_170859.repeats.hgr,48,48,0.03,0.609831,km1,279460,51518,255804,10280,14325,9569,142,0.00232238,5.19574,0.0458564,0,0,2.01995,2.02811,0.663462
Min-Load-Ratio-1.1,16,0-part_sm_part3_31854.repeats.hgr,48,48,0.03,0.167169,km1,220714,43389,217055,8750,10496,8130,142,0.00137214,2.35111,0.0206941,0,0,0.631057,1.45379,0.142056
Min-Load-Ratio-1.1,16,0-part_sm_part12_20753.repeats.hgr,48,48,0.03,0.147806,km1,206861,39470,201271,7971,9097,7371,142,0.000894173,1.99011,0.0177726,0,0,0.420089,1.38002,0.104318
Min-Load-Ratio-1.1,16,0-part_sm_part24_11756.repeats.hgr,48,48,0.03,0.138776,km1,168440,31316,164655,5823,6672,5345,142,0.000635363,1.37202,0.0123368,0,0,0.212147,1.03422,0.0769466
Min-Load-Ratio-1.01,16,0-part_59-s.repeats.hgr,48,20,0.03,4.5,km1,1609,249,1230,57,106,0,57,6.6191e-05,0.0200388,0.000435082,0,0,7.775e-05,0.0176792,0.00154999
Min-Load-Ratio-1.01,16,0-part_59-l.repeats.hgr,48,20,0.03,1.76087,km1,6504,1286,5354,358,854,332,57,0.000268971,0.135085,0.00872532,0,0,0.000342751,0.118115,0.00665642
Min-Load-Ratio-1.01,16,0-part_128-0.repeats.hgr,48,20,0.03,1.5,km1,14369,2131,12849,551,1148,492,126,0.00013701,0.113122,0.00763978,0,0,0.00014791,0.0967885,0.00730522
