algorithm,threads,graph,k,seed,epsilon,imbalance,objective,km1,cut,initial_km1,judiciousLoad,initialJudiciousLoad,minLoad,maxHnDegree,maxBlockTime,partitionTime,judiciousTime,fmTime,lpTime,coarseningTime,ipTime,preprocessingTime
Block-Load-Margin-1.05,16,sat14_SAT_dat.k90.debugged.cnf.dual.hgr,48,43,0.03,0.0358846,km1,31739,29690,31405,31077,38979,31033,23,0.0119179,2.03043,0.111103,0,0,0.864785,0.128188,0.555966
Block-Load-Margin-1.05,16,sat14_dated-10-11-u.cnf.hgr,48,43,0.03,0.0766368,km1,33961,32873,33090,13890,14771,13793,13,0.000842494,0.279948,0.00401922,0,0,0.060869,0.0920503,0.0815846
Block-Load-Margin-1.05,16,sat14_SAT_dat.k100-24_1_rule_1.cnf.dual.hgr,48,43,0.03,0.0442567,km1,33627,31197,31822,34533,41937,34474,23,0.0171805,2.23795,0.135794,0,0,0.965711,0.126454,0.617928
Block-Load-Margin-1.05,16,sat14_atco_enc1_opt1_15_240.cnf.dual.hgr,48,43,0.03,1.46524,km1,19041,10428,15756,1687,3319,1677,11,0.00136723,0.773237,0.0198796,0,0,0.47175,0.157815,0.0655618
Block-Load-Margin-1.05,16,ISPD98_ibm03.hgr,48,43,0.03,0.195021,km1,11324,7365,10255,811,1052,803,100,0.0001174,0.108191,0.00277961,0,0,0.0080609,0.0808739,0.0123358
Block-Load-Margin-1.05,16,sat14_6s16.cnf.primal.hgr,48,43,0.03,0.195122,km1,23096,21847,22102,2692,4643,2259,2692,0.000804463,0.117062,0.00423169,0,0,0.0103425,0.0788111,0.018839
Block-Load-Margin-1.05,16,sat14_c10bi_i.cnf.primal.hgr,48,43,0.03,0.118553,km1,90832,84771,78710,10241,14591,10160,3715,0.00171209,0.291342,0.0241929,0,0,0.0444989,0.151252,0.0506274
Block-Load-Margin-1.05,16,sat14_10pipe_q0_k.cnf.primal.hgr,48,43,0.03,0.990111,km1,1687092,1478157,1418234,79019,243224,78280,9334,0.0120177,1.29901,0.083021,0,0,0.215711,0.622718,0.254112
Block-Load-Margin-1.05,16,sat14_ctl_3791_556_unsat_pre.cnf.hgr,48,43,0.03,1.25341,km1,41502,35551,34028,2768,4255,2747,61,0.000215981,0.130397,0.00555622,0,0,0.0121211,0.088944,0.018611
Block-Load-Margin-1.05,16,pesa.mtx.hgr,48,43,0.03,0.0734694,km1,2520,2204,2287,298,324,295,10,4.072e-05,0.0721623,0.00615952,0,0,0.00501567,0.0525146,0.00655102
Block-Load-Margin-1.05,16,sat14_6s12.cnf.dual.hgr,48,43,0.03,0.102169,km1,5308,2968,5098,823,874,817,3,0.000255471,0.111418,0.00216459,0,0,0.0185321,0.0633144,0.0186267
Block-Load-Margin-1.05,16,sat14_AProVE07-01.cnf.hgr,48,43,0.03,0.361022,km1,9206,8456,8974,1348,1749,649,846,0.000246101,0.0809233,0.000891255,0,0,0.00652039,0.0622359,0.00796091
Block-Load-Margin-1.05,16,ISPD98_ibm04.hgr,48,43,0.03,0.184669,km1,12248,9030,11281,926,1516,918,526,0.000228441,0.109888,0.00267776,0,0,0.00855478,0.0806665,0.0141999
Block-Load-Margin-1.05,16,sat14_6s9.cnf.hgr,48,43,0.03,0.142657,km1,25271,23581,24715,3377,3882,2108,1348,0.000577683,0.162115,0.00268421,0,0,0.0191594,0.106014,0.0253352
Block-Load-Margin-1.05,16,water_tank.mtx.hgr,48,43,0.03,0.247235,km1,45114,31708,41288,2214,2594,2193,54,0.000278601,0.240912,0.0115108,0,0,0.0509005,0.13989,0.0268671
Block-Load-Margin-1.05,16,sat14_gss-20-s100.cnf.hgr,48,43,0.03,0.0487433,km1,11413,10473,10746,2219,2475,2205,39,0.000159431,0.122035,0.00213861,0,0,0.0185961,0.0665322,0.0263408
Block-Load-Margin-1.05,16,lp_nug20.mtx.hgr,48,43,0.03,0.064111,km1,93520,15102,93018,2276,2504,2257,40,0.000300791,0.377388,0.00426053,0,0,0.0295574,0.3138,0.0175973
Block-Load-Margin-1.05,16,RM07R.mtx.hgr,48,43,0.03,0.230005,km1,315495,200941,303788,14587,17177,14466,245,0.00120525,1.93989,0.0361384,0,0,1.22694,0.283663,0.306213
Block-Load-Margin-1.05,16,sat14_atco_enc3_opt2_10_12.cnf.dual.hgr,48,43,0.03,0.0131468,km1,28521,21294,25985,26401,26855,26329,10,0.00954077,2.27026,0.0597031,0,0,1.27222,0.0870925,0.512861
Block-Load-Margin-1.05,16,sat14_SAT_dat.k75-24_1_rule_3.cnf.dual.hgr,48,43,0.03,0.0459598,km1,28838,26194,27258,25917,31485,25872,23,0.0126405,1.70953,0.0939081,0,0,0.724187,0.123226,0.452088
