algorithm,threads,graph,k,seed,epsilon,imbalance,objective,km1,cut,initial_km1,judiciousLoad,initialJudiciousLoad,minLoad,maxHnDegree,maxBlockTime,partitionTime,judiciousTime,fmTime,lpTime,coarseningTime,ipTime,preprocessingTime
Judicious-Increase,16,0-part_128-0.repeats.hgr,2048,8,0.03,0,km1,0,0,0,126,126,126,126,0,8.3e-07,0,0,0,0,0,0
Judicious-Increase,16,0-part_128-s.repeats.hgr,2048,8,0.03,0,km1,0,0,0,126,126,126,126,0,2.2e-07,0,0,0,0,0,0
Judicious-Increase,16,0-part_128-l.repeats.hgr,2048,8,0.03,1.5,km1,252116,4859,252116,197,197,126,126,0.00020183,2.19111,0.00030903,0,0,0.00811985,2.07916,0.013856
Judicious-Increase,16,0-part_404-s.repeats.hgr,2048,8,0.03,0,km1,0,0,0,402,402,402,402,0,2.5e-07,0,0,0,0,0,0
Judicious-Increase,16,0-part_404-l.repeats.hgr,2048,8,0.03,12.5,km1,750488,9463,750488,402,402,0,402,0.00618867,3.09611,0.00627698,0,0,0.0125436,2.77869,0.0393154
Judicious-Increase,16,0-part_sm_part1_170859.repeats.hgr,2048,8,0.03,2.32143,km1,1748450,83589,1753556,960,1050,898,142,0.00901703,99.0293,3.64803,0,0,0.583188,84.9854,0.913511
Judicious-Increase,16,0-part_sm_part3_31854.repeats.hgr,2048,8,0.03,0.5625,km1,1073432,66607,1073927,652,671,566,142,0.00176804,27.0913,0.132164,0,0,0.074264,25.5656,0.151258
Judicious-Increase,16,0-part_sm_part12_20753.repeats.hgr,2048,8,0.03,0.363636,km1,930434,56708,929819,569,585,491,142,0.000715571,18.7645,1.13469,0,0,0.0655832,16.6798,0.111025
Judicious-Increase,16,0-part_sm_part24_11756.repeats.hgr,2048,8,0.03,0.333333,km1,715631,39458,714810,431,445,360,142,0.000571872,9.68215,0.0554532,0,0,0.0392436,9.06614,0.061851
Judicious-Increase,16,0-part_59-s.repeats.hgr,2048,109,0.03,0,km1,0,0,0,57,57,57,57,0,2.71e-07,0,0,0,0,0,0
Judicious-Increase,16,0-part_59-l.repeats.hgr,2048,109,0.03,10.5,km1,82192,2716,82192,57,57,0,57,0.000307101,1.23546,0.000401271,0,0,0.0039498,1.20219,0.00676347
Judicious-Increase,16,0-part_128-0.repeats.hgr,2048,109,0.03,0,km1,0,0,0,126,126,126,126,0,8.4e-07,0,0,0,0,0,0
Judicious-Increase,16,0-part_128-s.repeats.hgr,2048,109,0.03,0,km1,0,0,0,126,126,126,126,0,2.31e-07,0,0,0,0,0,0
Judicious-Increase,16,0-part_128-l.repeats.hgr,2048,109,0.03,2.5,km1,252233,4921,252297,218,222,126,126,0.00021509,2.18423,0.000499982,0,0,0.00767309,2.07097,0.0149361
Judicious-Increase,16,0-part_404-s.repeats.hgr,2048,109,0.03,0,km1,0,0,0,402,402,402,402,0,2.9e-07,0,0,0,0,0,0
Judicious-Increase,16,0-part_404-l.repeats.hgr,2048,109,0.03,8.5,km1,753704,9579,753704,402,402,0,402,0.00501059,3.09317,0.00510054,0,0,0.0124953,2.7774,0.0391604
Judicious-Increase,16,0-part_sm_part1_170859.repeats.hgr,2048,109,0.03,2.11905,km1,1753124,83410,1759852,964,1059,910,142,0.00622708,98.496,3.4927,0,0,0.562803,84.7504,0.771242
Judicious-Increase,16,0-part_sm_part3_31854.repeats.hgr,2048,109,0.03,0.75,km1,1068312,66508,1068194,644,666,569,142,0.00127222,26.9793,0.145121,0,0,0.0740182,25.4409,0.161997
Judicious-Increase,16,0-part_sm_part12_20753.repeats.hgr,2048,109,0.03,0.363636,km1,927595,56669,927187,565,587,491,142,0.000727182,17.5619,0.0803523,0,0,0.0653912,16.5463,0.0974707
Judicious-Increase,16,0-part_sm_part24_11756.repeats.hgr,2048,109,0.03,0.666667,km1,717267,39462,716578,433,445,359,142,0.000453021,9.70048,0.0484796,0,0,0.0391757,9.08563,0.0678046
Judicious-Increase,16,0-part_59-s.repeats.hgr,2048,125,0.03,0,km1,0,0,0,57,57,57,57,0,5.29e-07,0,0,0,0,0,0
Judicious-Increase,16,0-part_59-l.repeats.hgr,2048,125,0.03,9.5,km1,83788,2704,83788,57,57,0,57,0.000434061,1.2319,0.000527531,0,0,0.00425606,1.19742,0.00687319
Judicious-Increase,16,0-part_128-0.repeats.hgr,2048,125,0.03,0,km1,0,0,0,126,126,126,126,0,3.2e-07,0,0,0,0,0,0
Judicious-Increase,16,0-part_128-s.repeats.hgr,2048,125,0.03,0,km1,0,0,0,126,126,126,126,0,3.3e-07,0,0,0,0,0,0
Judicious-Increase,16,0-part_128-l.repeats.hgr,2048,125,0.03,2,km1,251644,4876,251649,197,202,126,126,0.00012269,2.1824,0.000390601,0,0,0.00786665,2.06992,0.0136135
Judicious-Increase,16,0-part_404-s.repeats.hgr,2048,125,0.03,0,km1,0,0,0,402,402,402,402,0,4.3e-07,0,0,0,0,0,0
Judicious-Increase,16,0-part_404-l.repeats.hgr,2048,125,0.03,10,km1,748478,9352,748478,402,402,0,402,0.00624834,3.09765,0.00633187,0,0,0.0124385,2.77993,0.0392389
Judicious-Increase,16,0-part_sm_part1_170859.repeats.hgr,2048,125,0.03,2.7619,km1,1717429,83584,1732856,944,1037,909,142,0.011753,97.1284,3.25416,0,0,0.571735,83.585,0.92796
Judicious-Increase,16,0-part_sm_part3_31854.repeats.hgr,2048,125,0.03,0.5625,km1,1068375,66437,1068460,643,667,565,142,0.00112603,27.0027,0.129329,0,0,0.0736883,25.5231,0.116088
Judicious-Increase,16,0-part_sm_part12_20753.repeats.hgr,2048,125,0.03,0.363636,km1,926873,56605,926713,568,584,489,142,0.00116928,17.5604,0.0642495,0,0,0.0640975,16.5683,0.0930487
Judicious-Increase,16,0-part_sm_part24_11756.repeats.hgr,2048,125,0.03,0.666667,km1,717288,39475,716330,431,448,359,142,0.000598721,9.70618,0.065534,0,0,0.0391524,9.07742,0.0645294
# commit 3c0e8c8066811d6ed351e514db2813bb4d8a263f
